N,종목명,현재가,전일비,등락률,액면가,PER,ROE,PBR,유보율
913.0,TIGER 소프트웨어,8900.0,40.0,-0.45%,0.0,,,,
914.0,두산2우B,94700.0,1100.0,-1.15%,5000.0,-2.81,,0.95,
915.0,엔케이,1057.0,9.0,+0.86%,500.0,6.37,9.85,0.71,218.2
916.0,KH 필룩스,442.0,0.0,0.00%,500.0,-0.5,-21.61,0.18,341.8
917.0,대원전선,1163.0,11.0,+0.95%,500.0,64.61,1.51,0.93,144.9
918.0,한일철강,3130.0,20.0,-0.63%,500.0,-26.08,-0.87,0.44,1212.4
919.0,TIGER 미국다우존스30,23045.0,85.0,+0.37%,0.0,,,,
920.0,ACE 26-06 회사채(AA-이상)액티브,10050.0,10.0,+0.10%,0.0,,,,
921.0,상신브레이크,3875.0,90.0,+2.38%,500.0,30.04,0.39,0.39,1726.2
922.0,미래에셋 레버리지 코스닥150 선물 ETN,41265.0,775.0,-1.84%,0.0,,,,
923.0,화천기계,3750.0,35.0,+0.94%,500.0,33.19,2.8,0.58,1082.0
924.0,삼성공조,10130.0,30.0,+0.30%,500.0,1.99,17.22,0.31,6206.2
925.0,호전실업,8410.0,90.0,-1.06%,500.0,2.73,21.24,0.48,3026.2
926.0,휴니드,5790.0,70.0,+1.22%,5000.0,7.38,6.67,0.53,116.6
927.0,삼화전자,6720.0,150.0,+2.28%,1000.0,-14.36,-45.31,6.75,-145.1
928.0,다이나믹디자인,4750.0,25.0,-0.52%,500.0,-0.67,-143.17,1.42,743.7
929.0,써니전자,2320.0,10.0,+0.43%,500.0,14.87,7.12,1.08,298.6
930.0,한솔홈데코,1002.0,1.0,+0.10%,1000.0,-7.53,-3.11,0.53,86.1
931.0,ACE KRX금현물,11695.0,40.0,+0.34%,0.0,,,,
932.0,진양산업,6190.0,10.0,+0.16%,500.0,13.6,12.43,1.59,707.0
933.0,화천기공,36450.0,300.0,+0.83%,5000.0,2.0,11.47,0.23,2360.7
934.0,평화산업,1460.0,2.0,-0.14%,500.0,13.27,18.05,1.96,-29.1
935.0,화승알앤에이,4220.0,55.0,+1.32%,500.0,3.58,15.85,0.81,501.0
936.0,TIGER 미국필라델피아반도체레버리지(합성),13035.0,20.0,-0.15%,0.0,,,,
937.0,상상인증권,736.0,2.0,+0.27%,1000.0,61.33,1.76,0.35,107.0
938.0,플레이그램,629.0,4.0,-0.63%,100.0,-48.38,2.05,0.96,598.9
939.0,오리엔트바이오,672.0,2.0,+0.30%,500.0,-6.4,-16.07,1.12,20.2
940.0,KC그린홀딩스,3530.0,15.0,+0.43%,500.0,-17.56,-1.86,0.49,1161.8
941.0,남성,2185.0,20.0,+0.92%,500.0,-273.12,2.67,0.58,560.2
942.0,KBSTAR 대형고배당10TR,16470.0,60.0,-0.36%,0.0,,,,
943.0,서원,1665.0,110.0,-6.20%,500.0,-15.42,0.25,0.6,270.0
944.0,KODEX 미국메타버스나스닥액티브,8100.0,5.0,+0.06%,0.0,,,,
945.0,이건산업,7170.0,110.0,+1.56%,5000.0,140.59,2.74,0.38,254.1
946.0,제일연마,7810.0,290.0,-3.58%,500.0,37.37,2.37,0.59,2093.8
947.0,ACE G2전기차&자율주행액티브,9520.0,90.0,-0.94%,0.0,,,,
948.0,HANARO Fn K-반도체,9165.0,45.0,-0.49%,0.0,,,,
949.0,마스턴프리미어리츠,2930.0,25.0,+0.86%,1000.0,112.69,0.64,0.58,406.2
950.0,KODEX 한국대만IT프리미어,18925.0,25.0,+0.13%,0.0,,,,
951.0,TIGER 200선물레버리지,12880.0,75.0,-0.58%,0.0,,,,
952.0,사조오양,8200.0,20.0,-0.24%,5000.0,5.64,4.24,0.37,430.1
953.0,우진플라임,3855.0,20.0,+0.52%,500.0,3.7,23.63,0.74,906.9
954.0,ARIRANG 신흥국MSCI(합성 H),9050.0,50.0,-0.55%,0.0,,,,
955.0,SH에너지화학,692.0,10.0,+1.47%,500.0,,1.99,0.82,70.6
956.0,서울식품,205.0,3.0,+1.49%,100.0,,2.49,2.77,-24.9
957.0,SK우,135600.0,100.0,-0.07%,200.0,-6780.0,,0.34,
958.0,대우부품,1555.0,29.0,+1.90%,500.0,-9.04,-28.85,2.8,-26.1
959.0,TIGER 미국나스닥100TR(H),12565.0,20.0,-0.16%,0.0,,,,
960.0,NH프라임리츠,4100.0,40.0,-0.97%,500.0,7.78,7.59,0.78,967.1
961.0,세하,1323.0,1.0,-0.08%,1000.0,-13.1,2.27,0.8,46.0
962.0,인디에프,1011.0,54.0,+5.64%,500.0,-13.13,-25.55,2.16,-4.8
963.0,삼화왕관,35150.0,200.0,+0.57%,5000.0,-4.77,-13.08,0.54,1137.3
964.0,TRUE 나스닥 100 ETN,15145.0,25.0,+0.17%,0.0,,,,
965.0,하이스틸,3740.0,5.0,-0.13%,500.0,13.85,8.03,0.51,1367.1
966.0,마니커,1187.0,17.0,+1.45%,500.0,-31.24,2.04,1.76,31.0
967.0,에이엔피,1683.0,143.0,+9.29%,500.0,-1.93,,2.4,67.6
968.0,TRUE S&P500 선물 ETN,15020.0,5.0,-0.03%,0.0,,,,
969.0,청호ICT,2490.0,0.0,0.00%,500.0,-10.64,-20.57,2.31,123.3
970.0,KODEX 미국종합채권SRI액티브(H),96140.0,270.0,-0.28%,0.0,,,,
971.0,태양금속,2040.0,214.0,+11.72%,500.0,39.23,-0.62,0.71,208.4
972.0,까뮤이앤씨,1656.0,4.0,-0.24%,500.0,-5.32,-17.86,0.94,123.2
973.0,유성기업,2880.0,5.0,+0.17%,500.0,3.55,6.72,0.25,2103.8
974.0,보해양조,537.0,9.0,+1.70%,500.0,-26.85,-3.39,0.91,20.2
975.0,인터지스,2510.0,35.0,+1.41%,500.0,2.46,13.56,0.28,1397.3
976.0,한세엠케이,2480.0,40.0,+1.64%,500.0,-1.7,-88.24,1.95,263.9
977.0,한화솔루션우,28950.0,450.0,+1.58%,5000.0,14.79,,0.59,
978.0,코오롱인더우,26900.0,50.0,+0.19%,5000.0,6.79,,0.31,
979.0,사조씨푸드,4315.0,10.0,+0.23%,1000.0,14.29,3.54,0.31,1262.5
980.0,DSR,4640.0,15.0,+0.32%,500.0,3.52,12.8,0.36,2363.7
981.0,동양피스톤,5630.0,60.0,+1.08%,500.0,15.3,2.25,0.59,1650.3
982.0,혜인,5830.0,200.0,+3.55%,500.0,-19.7,-1.89,0.59,1730.1
983.0,유한양행우,62700.0,300.0,-0.48%,1000.0,48.08,,2.27,
984.0,세원정공,7350.0,60.0,+0.82%,500.0,37.31,-2.52,0.13,8434.6
985.0,신한 인버스 2X 코스닥 150 선물 ETN,7325.0,140.0,+1.95%,0.0,,,,
986.0,신한 WTI원유 선물 ETN(H),7315.0,160.0,-2.14%,0.0,,,,
987.0,부산산업,69000.0,900.0,+1.32%,5000.0,19.46,4.56,1.23,998.8
988.0,조비,14020.0,200.0,-1.41%,5000.0,-47.36,15.06,1.22,140.1
989.0,KODEX WTI원유선물(H),15070.0,305.0,-1.98%,0.0,,,,
990.0,한솔로지스틱스,2620.0,115.0,+4.59%,500.0,3.37,26.8,0.67,1097.2
991.0,KODEX 200IT TR,12060.0,0.0,0.00%,0.0,,,,
992.0,KODEX 은선물(H),4385.0,20.0,+0.46%,0.0,,,,
993.0,시디즈,36150.0,150.0,-0.41%,500.0,31.03,,0.94,6619.9
994.0,TIGER 일본TOPIX(합성 H),19285.0,150.0,-0.77%,0.0,,,,
995.0,천일고속,50000.0,900.0,+1.83%,5000.0,-20.45,-19.21,2.85,58.6
996.0,히어로즈 종합채권(AA-이상)액티브,99165.0,0.0,0.00%,0.0,,,,
997.0,KC코트렐,1960.0,53.0,+2.78%,500.0,-2.22,-41.86,1.32,220.3
998.0,아모레G우,11040.0,230.0,-2.04%,500.0,16.63,,0.29,
999.0,ACE 미국WideMoat가치주,21555.0,90.0,+0.42%,0.0,,,,
1000.0,TIGER 테슬라채권혼합Fn,11240.0,20.0,+0.18%,0.0,,,,
1001.0,쌍방울,269.0,0.0,0.00%,500.0,-0.8,-52.32,0.53,-14.6
1002.0,TIGER 미국달러SOFR금리액티브(합성),50160.0,295.0,+0.59%,0.0,,,,
1003.0,대동전자,6730.0,230.0,+3.54%,500.0,7.7,4.67,0.25,2565.9
1004.0,ACE 25-06 회사채(AA-이상)액티브,10070.0,5.0,+0.05%,0.0,,,,
1005.0,케이비아이동국실업,632.0,25.0,+4.12%,500.0,6.45,2.43,0.35,292.1
1006.0,영흥,688.0,1.0,-0.15%,500.0,-52.92,-0.2,0.28,447.4
1007.0,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),27840.0,155.0,-0.55%,0.0,,,,
1008.0,핸즈코퍼레이션,3175.0,30.0,-0.94%,500.0,-1.55,-34.18,0.35,1664.7
1009.0,신한 레버리지 은 선물 ETN(H),6900.0,20.0,+0.29%,0.0,,,,
1010.0,영보화학,3440.0,15.0,+0.44%,500.0,11.21,4.27,0.42,1454.6
1011.0,TIGER 미국S&P500레버리지(합성 H),29105.0,215.0,-0.73%,0.0,,,,
1012.0,대유에이텍,591.0,7.0,+1.20%,500.0,-1.16,-55.6,0.72,-33.6
1013.0,신풍제약우,31200.0,900.0,-2.80%,500.0,-46.43,,4.94,
1014.0,TIGER 화장품,2575.0,10.0,-0.39%,0.0,,,,
1015.0,CS홀딩스,59200.0,300.0,+0.51%,5000.0,4.3,5.38,0.24,4661.8
1016.0,한익스프레스,5690.0,70.0,+1.25%,500.0,11.95,8.01,0.66,1216.0
1017.0,하이트론,2470.0,0.0,0.00%,500.0,-3.08,-45.71,2.04,418.6
1018.0,우성,21950.0,250.0,+1.15%,5000.0,194.25,0.07,0.33,1067.4
1019.0,한국종합기술,6170.0,40.0,-0.64%,500.0,19.9,2.61,0.43,2293.8
1020.0,메타랩스,2705.0,5.0,+0.19%,2500.0,-21.99,-6.27,0.85,25.0
1021.0,부국철강,3355.0,10.0,+0.30%,500.0,13.75,5.76,0.53,1179.1
1022.0,문배철강,3270.0,45.0,+1.40%,500.0,2.61,16.87,0.36,1569.8
1023.0,에쓰씨엔지니어링,2135.0,15.0,+0.71%,500.0,14.62,15.08,1.64,180.5
1024.0,삼정펄프,26650.0,150.0,-0.56%,5000.0,8.66,-0.45,0.31,1604.1
1025.0,TIGER 국채3년,105515.0,55.0,-0.05%,0.0,,,,
1026.0,TIMEFOLIO Kstock액티브,8965.0,45.0,+0.50%,0.0,,,,
1027.0,SG글로벌,1469.0,7.0,-0.47%,500.0,1469.0,-2.0,0.54,599.2
1028.0,DSR제강,4550.0,10.0,+0.22%,500.0,2.44,17.17,0.35,2424.9
1029.0,SK케미칼우,30900.0,350.0,-1.12%,5000.0,3.55,,0.28,
1030.0,KBSTAR 중국본토대형주CSI100,17185.0,185.0,-1.07%,0.0,,,,
1031.0,TIGER 미국투자등급회사채액티브(H),49580.0,325.0,-0.65%,0.0,,,,
1032.0,범양건영,2615.0,25.0,+0.97%,1000.0,-6.18,-11.33,0.85,267.7
1033.0,솔루스첨단소재1우,7590.0,340.0,+4.69%,100.0,-15.18,,0.62,
1034.0,티웨이홀딩스,575.0,2.0,+0.35%,500.0,0.72,48.59,0.38,189.5
1035.0,KBSTAR 미국단기투자등급회사채액티브,10220.0,50.0,+0.49%,0.0,,,,
1036.0,SJM,4090.0,30.0,+0.74%,500.0,5.92,2.81,0.35,2419.2
1037.0,TIGER 경기방어,8725.0,25.0,-0.29%,0.0,,,,
1038.0,TIGER 차이나HSCEI,9365.0,15.0,+0.16%,0.0,,,,
1039.0,KODEX 미국달러선물인버스2X,6625.0,80.0,-1.19%,0.0,,,,
1040.0,아센디오,736.0,14.0,-1.87%,500.0,-3.29,-43.42,2.15,22.3
1041.0,성보화학,3140.0,15.0,+0.48%,500.0,20.79,2.94,0.44,851.1
1042.0,신한 S&P500 VIX S/T 선물 ETN D,10380.0,200.0,+1.96%,0.0,,,,
1043.0,미래에셋 전기전자 Core5 ETN,31070.0,0.0,0.00%,0.0,,,,
1044.0,SOL 미국배당다우존스(H),10520.0,25.0,-0.24%,0.0,,,,
1045.0,KBSTAR 고배당,11800.0,40.0,-0.34%,0.0,,,,
1046.0,일진디스플,1198.0,22.0,+1.87%,500.0,-7.68,-16.46,2.28,-43.9
1047.0,미래에셋맵스리츠,3060.0,10.0,+0.33%,1000.0,30.0,0.69,0.7,347.1
1048.0,한창제지,1030.0,10.0,+0.98%,500.0,-5.26,1.15,0.62,270.4
1049.0,KODEX 차이나2차전지MSCI(합성),7400.0,70.0,-0.94%,0.0,,,,
1050.0,GS우,34400.0,50.0,+0.15%,5000.0,1.71,,0.26,
1051.0,KBSTAR 중기우량회사채,103840.0,30.0,+0.03%,0.0,,,,
1052.0,QV 코스닥 150 ETN,15285.0,115.0,+0.76%,0.0,,,,
1053.0,ARIRANG 미국S&P500(H),18455.0,60.0,-0.32%,0.0,,,,
1054.0,화인베스틸,2030.0,42.0,+2.11%,500.0,-8.06,-3.3,0.8,384.3
1055.0,KBSTAR 단기국공채액티브,105910.0,20.0,+0.02%,0.0,,,,
1056.0,KB Wise 분할매매 ETN,10035.0,0.0,0.00%,0.0,,,,
1057.0,비상교육,4630.0,5.0,-0.11%,500.0,-5.19,-0.51,0.3,3205.9
1058.0,신한 인버스 2X WTI원유 선물 ETN(H),95.0,5.0,+5.56%,0.0,,,,
1059.0,신세계건설,14950.0,150.0,+1.01%,5000.0,-2.25,-5.58,0.22,758.3
1060.0,대림B&Co,3585.0,165.0,+4.82%,1000.0,-21.86,-0.51,0.38,853.2
1061.0,티에이치엔,3315.0,60.0,+1.84%,500.0,-10.42,-5.48,0.63,258.2
1062.0,계양전기,2185.0,30.0,+1.39%,500.0,-3.33,-15.77,0.48,639.1
1063.0,KODEX 차이나H레버리지(H),1960.0,40.0,-2.00%,0.0,,,,
1064.0,모나미,3130.0,5.0,+0.16%,1000.0,19.2,3.05,0.57,438.4
1065.0,HANARO e커머스,11140.0,140.0,-1.24%,0.0,,,,
1066.0,SJM홀딩스,3950.0,40.0,-1.00%,500.0,13.67,1.15,0.35,2098.2
1067.0,KB 블룸버그 레버리지 천연가스 선물 ETN,23400.0,3555.0,-13.19%,0.0,,,,
1068.0,TIGER 미국배당+7%프리미엄다우존스,10445.0,35.0,+0.34%,0.0,,,,
1069.0,KODEX 200미국채혼합,12275.0,0.0,0.00%,0.0,,,,
1070.0,IHQ,239.0,0.0,0.00%,500.0,-0.44,-114.46,0.81,-34.2
1071.0,대한방직,10910.0,30.0,+0.28%,1000.0,-9.83,-3.81,0.3,2438.1
1072.0,KODEX 아시아달러채권SRI플러스액티브,51010.0,25.0,+0.05%,0.0,,,,
1073.0,삼일씨엔에스,4520.0,245.0,+5.73%,1000.0,-13.78,-2.28,0.22,2058.0
1074.0,KODEX Fn성장,14660.0,115.0,-0.78%,0.0,,,,
1075.0,부국증권우,19000.0,0.0,0.00%,5000.0,5.41,,0.24,
1076.0,현대건설우,53900.0,200.0,+0.37%,5000.0,15.3,,0.77,
1077.0,국동,990.0,13.0,+1.33%,500.0,26.05,1.32,0.53,224.4
1078.0,국보,4635.0,65.0,+1.42%,5000.0,-1.39,-64.68,1.2,-8.4
1079.0,키움 미국달러선물 ETN,11175.0,0.0,0.00%,0.0,,,,
1080.0,HANARO 글로벌럭셔리S&P(합성),19835.0,365.0,+1.87%,0.0,,,,
1081.0,TIGER 미국채30년스트립액티브(합성 H),46955.0,805.0,-1.69%,0.0,,,,
1082.0,QV 레버리지 S&P500 ETN,27560.0,145.0,-0.52%,0.0,,,,
1083.0,미래에셋 레버리지 코스피200 선물 ETN,27480.0,200.0,+0.73%,0.0,,,,
1084.0,세원이앤씨,254.0,0.0,0.00%,500.0,-0.8,-51.17,0.29,9.0
1085.0,TIGER 차이나전기차레버리지(합성),8700.0,235.0,-2.63%,0.0,,,,
1086.0,한국전자홀딩스,1169.0,15.0,+1.30%,500.0,4.24,12.01,0.37,452.6
1087.0,KODEX 2차전지산업레버리지,10450.0,130.0,-1.23%,0.0,,,,
1088.0,ARIRANG K방산Fn,11505.0,315.0,+2.82%,0.0,,,,
1089.0,선도전기,3000.0,0.0,0.00%,500.0,-2.63,-28.99,0.95,469.2
1090.0,대림통상,3545.0,15.0,+0.42%,1000.0,77.07,4.87,0.69,390.7
1091.0,HANARO 단기채권액티브,103950.0,0.0,0.00%,0.0,,,,
1092.0,갤럭시아에스엠,1955.0,5.0,+0.26%,500.0,23.0,13.9,1.05,142.1
1093.0,TIGER 코스닥150 레버리지,14460.0,310.0,-2.10%,0.0,,,,
1094.0,KODEX 코스닥글로벌,10645.0,90.0,-0.84%,0.0,,,,
1095.0,KBSTAR Fn컨택트대표,8415.0,0.0,0.00%,0.0,,,,
1096.0,키움 코스피 200 ETN,10540.0,0.0,0.00%,0.0,,,,
1097.0,진양폴리,5230.0,0.0,0.00%,500.0,15.43,11.61,1.74,514.2
1098.0,MH에탄올,7070.0,10.0,-0.14%,500.0,17.33,7.71,0.71,1641.7
1099.0,HANARO 32-10 국고채액티브,51420.0,110.0,-0.21%,0.0,,,,
1100.0,미래에셋증권우,3690.0,30.0,-0.81%,5000.0,4.14,,0.21,
1101.0,키움 코스닥 150 ETN,12950.0,0.0,0.00%,0.0,,,,
1102.0,롯데칠성우,66600.0,100.0,+0.15%,500.0,5.51,,0.48,
1103.0,KODEX WTI원유선물인버스(H),4400.0,85.0,+1.97%,0.0,,,,
1104.0,TIMEFOLIO 글로벌AI인공지능액티브,12990.0,25.0,+0.19%,0.0,,,,
1105.0,삼성 코스닥 150 ETN,10170.0,110.0,-1.07%,0.0,,,,
1106.0,TIGER 200 에너지화학,15445.0,105.0,-0.68%,0.0,,,,
1107.0,대신 인버스 천연가스 선물 ETN(H),6305.0,410.0,+6.96%,0.0,,,,
1108.0,메리츠 KAP 통안채 3개월 ETN,50420.0,0.0,0.00%,0.0,,,,
1109.0,진양화학,3170.0,90.0,+2.92%,500.0,-45.29,-3.7,1.45,339.8
1110.0,KR모터스,516.0,5.0,+0.98%,500.0,-5.8,-19.06,1.72,-56.6
1111.0,평화홀딩스,3380.0,80.0,+2.42%,500.0,-45.68,-14.93,0.45,421.0
1112.0,SOL 미국S&P500,12345.0,45.0,+0.37%,0.0,,,,
1113.0,ACE 삼성그룹섹터가중,15870.0,95.0,+0.60%,0.0,,,,
1114.0,원림,21350.0,300.0,-1.39%,5000.0,7.79,6.53,0.38,936.5
1115.0,남양유업우,245000.0,3500.0,+1.45%,5000.0,-2.82,,0.29,
1116.0,TIGER 글로벌클라우드컴퓨팅INDXX,9490.0,100.0,+1.06%,0.0,,,,
1117.0,에셋플러스 글로벌플랫폼액티브,7270.0,15.0,+0.21%,0.0,,,,
1118.0,케이탑리츠,1009.0,8.0,+0.80%,1000.0,5.12,11.11,0.54,96.5
1119.0,KODEX K-신재생에너지액티브,15570.0,120.0,+0.78%,0.0,,,,
1120.0,이화산업,17160.0,190.0,+1.12%,5000.0,-60.85,0.04,0.31,995.7
1121.0,KBSTAR 금융채액티브,100810.0,10.0,-0.01%,0.0,,,,
1122.0,영화금속,894.0,6.0,+0.68%,500.0,13.34,0.76,0.74,131.6
1123.0,ACE 단기채권알파액티브,103460.0,35.0,+0.03%,0.0,,,,
1124.0,TIGER 유로스탁스50(합성 H),15315.0,10.0,+0.07%,0.0,,,,
1125.0,삼성 레버리지 나스닥 100 ETN(H),11780.0,50.0,-0.42%,0.0,,,,
1126.0,KODEX 일본TOPIX100,17660.0,40.0,-0.23%,0.0,,,,
1127.0,KODEX 200롱코스닥150숏선물,8085.0,30.0,+0.37%,0.0,,,,
1128.0,KODEX 철강,9850.0,95.0,-0.96%,0.0,,,,
1129.0,KB 인버스 천연가스 선물 ETN,10405.0,690.0,+7.10%,0.0,,,,
1130.0,HANARO Fn K-뉴딜디지털플러스,9515.0,80.0,-0.83%,0.0,,,,
1131.0,더메디팜,500.0,10.0,-1.96%,500.0,-1.09,-45.33,0.49,80.5
1132.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),46095.0,5550.0,+13.69%,0.0,,,,
1133.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),45970.0,5475.0,+13.52%,0.0,,,,
1134.0,유엔젤,3465.0,30.0,+0.87%,500.0,15.54,4.16,0.77,902.6
1135.0,ACE 인도네시아MSCI(합성),10860.0,30.0,+0.28%,0.0,,,,
1136.0,DL이앤씨2우(전환),21450.0,150.0,-0.69%,5000.0,2.29,,0.2,
1137.0,TIGER 글로벌BBIG액티브,11485.0,0.0,0.00%,0.0,,,,
1138.0,KODEX 미국S&P500배당귀족커버드콜(합성 H),9205.0,0.0,0.00%,0.0,,,,
1139.0,카프로,1123.0,246.0,-17.97%,500.0,-0.25,-244.03,3.92,-599.6
1140.0,전방,26550.0,400.0,-1.48%,5000.0,0.79,38.04,0.15,2514.0
1141.0,ACE 일본Nikkei225(H),22295.0,30.0,+0.13%,0.0,,,,
1142.0,KOSEF 통안채1년,103615.0,20.0,+0.02%,0.0,,,,
1143.0,바다로19호,2910.0,5.0,+0.17%,5000.0,7.5,24.64,1.01,-30.2
1144.0,TIGER 차이나바이오테크SOLACTIVE,6290.0,35.0,-0.55%,0.0,,,,
1145.0,KoAct 바이오헬스케어액티브,11260.0,110.0,+0.99%,0.0,,,,
1146.0,TIGER KRX인터넷K-뉴딜,3985.0,20.0,-0.50%,0.0,,,,
1147.0,TRUE 코스피 200 ETN,8760.0,40.0,+0.46%,0.0,,,,
1148.0,KB 레버리지 S&P 500 선물 ETN(H),10910.0,50.0,-0.46%,0.0,,,,
1149.0,삼성 코스피 200 ETN,8710.0,5.0,-0.06%,0.0,,,,
1150.0,동원수산,9340.0,130.0,-1.37%,5000.0,15.16,10.36,0.73,163.1
1151.0,삼성 미국 대형 성장주 ETN,21665.0,15.0,-0.07%,0.0,,,,
1152.0,KB 레버리지 나스닥 100 ETN,14315.0,15.0,+0.10%,0.0,,,,
1153.0,파워 200,34225.0,125.0,-0.36%,0.0,,,,
1154.0,TIGER 인버스,5065.0,15.0,+0.30%,0.0,,,,
1155.0,비비안,1424.0,9.0,+0.64%,500.0,-4.84,-8.06,0.45,543.1
1156.0,KODEX 미국배당프리미엄액티브,10210.0,20.0,+0.20%,0.0,,,,
1157.0,대신 S&P 인버스 2X 천연가스 선물 ETN,42325.0,5195.0,+13.99%,0.0,,,,
1158.0,우진아이엔에스,5550.0,60.0,+1.09%,500.0,-18.02,-3.49,0.4,2499.0
1159.0,WISCOM,2760.0,5.0,+0.18%,500.0,-5.12,-6.38,0.38,1332.6
1160.0,메리츠 3X 레버리지 국채30년 ETN,41980.0,825.0,-1.93%,0.0,,,,
1161.0,KODEX IT,18240.0,10.0,+0.05%,0.0,,,,
1162.0,하나 레버리지 코스닥150 선물 ETN,41945.0,0.0,0.00%,0.0,,,,
1163.0,유화증권우,2400.0,30.0,-1.23%,1000.0,22.64,,0.29,
1164.0,TIGER 200 헬스케어,17760.0,170.0,-0.95%,0.0,,,,
1165.0,페이퍼코리아,879.0,14.0,+1.62%,500.0,19.98,-3.42,0.67,77.4
1166.0,대신 레버리지 코스닥 150 선물 ETN,41800.0,335.0,-0.80%,0.0,,,,
1167.0,미래아이앤지,1493.0,7.0,-0.47%,500.0,6.88,,0.51,420.1
1168.0,대신 인버스 2X 알루미늄 선물 ETN(H),41615.0,100.0,+0.24%,0.0,,,,
1169.0,신한 레버리지 S&P500 선물 ETN,20805.0,130.0,-0.62%,0.0,,,,
1170.0,동양고속,14340.0,150.0,+1.06%,5000.0,-6.0,-16.07,0.5,392.4
1171.0,KODEX 차이나H,16280.0,15.0,-0.09%,0.0,,,,
1172.0,KODEX K-친환경선박액티브,12350.0,75.0,-0.60%,0.0,,,,
1173.0,TRUE 레버리지 코스닥 150 선물 ETN,41315.0,670.0,-1.60%,0.0,,,,
1174.0,삼성 레버리지 코스닥150 선물 ETN,41295.0,505.0,-1.21%,0.0,,,,
1175.0,호텔신라우,54600.0,800.0,+1.49%,5000.0,203.73,,3.49,
1176.0,TBH글로벌,1968.0,89.0,+4.74%,500.0,11.12,,0.68,464.5
1177.0,KODEX 증권,6075.0,30.0,+0.50%,0.0,,,,
1178.0,SK디스커버리우,30150.0,600.0,+2.03%,5000.0,1.51,,0.21,
1179.0,형지엘리트,1302.0,8.0,+0.62%,500.0,5.76,12.63,0.59,337.1
1180.0,하나 Solactive 2X US Tech Top 10 ETN(H),40000.0,0.0,0.00%,0.0,,,,
1181.0,DL이앤씨우,18880.0,130.0,+0.69%,5000.0,2.02,,0.18,
1182.0,제이준코스메틱,8880.0,1250.0,+16.38%,500.0,-1.6,-42.29,0.88,2207.3
1183.0,TIGER 레버리지,16440.0,60.0,-0.36%,0.0,,,,
1184.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,15765.0,690.0,+4.58%,0.0,,,,
1185.0,TRUE 코스피 양매도 3% OTM ETN,7870.0,20.0,+0.25%,0.0,,,,
1186.0,SOL 200 Top10,8935.0,80.0,-0.89%,0.0,,,,
1187.0,KODEX 코스피TR,12580.0,30.0,-0.24%,0.0,,,,
1188.0,한창,419.0,7.0,+1.70%,500.0,-3.81,-25.34,1.65,-48.3
1189.0,동일제강,1916.0,9.0,-0.47%,500.0,191.6,2.15,0.24,1426.1
1190.0,TRUE 인버스 2X 나스닥 100 ETN,1295.0,15.0,+1.17%,0.0,,,,
1191.0,성문전자,1729.0,14.0,+0.82%,500.0,14.91,6.56,0.98,236.3
1192.0,WOORI 단기국공채액티브,50435.0,30.0,+0.06%,0.0,,,,
1193.0,TIGER KEDI혁신기업ESG30,10675.0,65.0,-0.61%,0.0,,,,
1194.0,주연테크,647.0,25.0,+4.02%,200.0,-7.27,-12.91,0.89,289.9
1195.0,부산주공,486.0,0.0,0.00%,500.0,-3.08,-35.1,1.65,-115.8
1196.0,삼성 미국 대형 가치주 ETN,19035.0,155.0,-0.81%,0.0,,,,
1197.0,삼성 미국 대형 성장주 ETN(H),18885.0,0.0,0.00%,0.0,,,,
1198.0,태원물산,4960.0,80.0,-1.59%,500.0,-51.67,-4.47,1.25,701.3
1199.0,세우글로벌,1313.0,10.0,-0.76%,500.0,18.76,3.39,0.81,221.3
1200.0,에넥스,627.0,6.0,-0.95%,500.0,-1.67,-42.38,0.93,53.3
1201.0,TIGER 미국나스닥바이오,19980.0,65.0,+0.33%,0.0,,,,
1202.0,KB 천연가스 선물 ETN(H),7490.0,515.0,-6.43%,0.0,,,,
1203.0,신한 레버리지 금 선물 ETN,18710.0,120.0,+0.65%,0.0,,,,
1204.0,경인전자,23700.0,250.0,+1.07%,5000.0,9.33,4.38,0.47,699.4
1205.0,ARIRANG ESG가치주액티브,8170.0,30.0,-0.37%,0.0,,,,
1206.0,세기상사,6660.0,280.0,-4.03%,500.0,-25.81,-5.63,1.32,265.2
1207.0,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,12310.0,50.0,+0.41%,0.0,,,,
1208.0,KODEX 유럽탄소배출권선물ICE(H),13095.0,80.0,+0.61%,0.0,,,,
1209.0,KODEX KRX기후변화솔루션,13165.0,135.0,-1.02%,0.0,,,,
1210.0,미래에셋 인버스 2X 원유선물혼합 ETN(H),14645.0,520.0,+3.68%,0.0,,,,
1211.0,QV S&P500 버퍼10% 9월 ETN,12100.0,0.0,0.00%,0.0,,,,
1212.0,삼성 블룸버그 레버리지 WTI원유 선물 ETN,14475.0,545.0,-3.63%,0.0,,,,
1213.0,TIGER 퓨처모빌리티액티브,10515.0,25.0,+0.24%,0.0,,,,
1214.0,한국ANKOR유전,510.0,15.0,-2.86%,0.0,,,,
1215.0,TIGER 미국나스닥100레버리지(합성),12305.0,100.0,+0.82%,0.0,,,,
1216.0,KOSEF 미국달러선물,14485.0,90.0,+0.63%,0.0,,,,
